City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System,User_Token
Guro-gu,Seoul,South Korea,83,37.4784,126.8982,Asia/Seoul,SK Broadband Co Ltd,Sejong University,AS9318 SK Broadband Co Ltd,d9ccc48e5e98
Indianapolis,Indiana,United States,46285,39.7559,-86.1531,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company,f692c01f8418
White Cloud,Michigan,United States,49349,43.5413,-85.7546,America/Detroit,Great Lakes Energy Connections Inc.,Great Lakes Energy Connections Inc,AS398143 Great Lakes Energy Connections Inc.,a6a102cfb275
London,England,United Kingdom,W1B,51.5072,-0.127586,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation,4bf86fc8c632
,,,,,,,,,,742aaa28d8e7
Haidian,Beijing,China,,39.9786,116.302,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",,d0b6e4891526
Windham Center,Maine,United States,4062,43.7973,-70.4161,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc,8d616be771b3
Las Vegas,Nevada,United States,,36.1699,-115.1398,America/Los_Angeles,Google LLC,Google Cloud (us-west4),AS15169 Google LLC,fb74d69f095a
,,,,,,,,,,1c34596e7440
Seattle,Washington,United States,98109,47.6222,-122.337,America/Los_Angeles,Amazon Technologies Inc.,Amazon Technologies Inc,,a4ee6db9b849
,,,,,,,,,,06e9f6210cfe
Nanjing,Jiangsu,China,,32.0607,118.763,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE,ceb81f1c93f7
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,25a2ff851aeb
Troy,Michigan,United States,48084,42.5583,-83.1805,America/Detroit,"Comcast Cable Communications, LLC","Comcast Cable Communications Holdings, Inc","AS33668 Comcast Cable Communications, LLC",abbe489d1f34
Akron,Ohio,United States,44321,41.098,-81.6422,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc,e1966f322538
Macon,Georgia,United States,31210,32.8936,-83.743,America/New_York,Georgia Technology Authority,Georgia Technology Authority,AS2897 Georgia Technology Authority,fc5b105945c8
Ashburn,Virginia,United States,20149,39.0438,-77.4874,America/New_York,Hewlett Packard Enterprise Company,Amazon Technologies Inc. (us-gov-east-1),,c508030dce9b
Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center,616a29b976bd
,,,,,,,,,,056539e8779a
Palo Alto,California,United States,94304,37.412,-122.148,America/Los_Angeles,HP Inc.,HP Inc,,bdec8d6a8f40
La Rochelle,Nouvelle-Aquitaine,France,17000,46.1697,-1.1516,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,N9uf DYN DSL,AS15557 Societe Francaise Du Radiotelephone - SFR SA,2961b69a8bb1
Gangbuk-gu,Seoul,South Korea,10,37.6445,127.0037,Asia/Seoul,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM,798914586213
Alcamo,Sicily,Italy,91011,37.9787,12.9675,Europe/Rome,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.,5066ec41dea9
Los Angeles,California,United States,90060,34.0544,-118.2441,America/Los_Angeles,The Capital Group Companies,"The Capital Group Companies, Inc",,f6f8bd51c511
Ebene CyberCity,Plaines Wilhems District,Mauritius,,-20.2431,57.4962,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,,776de35940cf
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS6042 DoD Network Information Center,79ebe89becec
Dothan,Alabama,United States,36301,31.2232,-85.3905,America/Chicago,Sprint,Alanet,AS1239 Sprint,c2ebe6e678d2
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,167f4b3a71a2
Tsing Yi,Kwai Tsing,Hong Kong,,22.3484,114.112,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited,b1b52811b955
Lithonia,Georgia,United States,30058,33.7344,-84.0986,America/New_York,Board of Regents of the University System of Georgia,Board of Regents of the University System of Georgia,AS3479 Board of Regents of the University System of Georgia,7c09c5dfb3c3
,,,,,,,,,,fc678549e673
Gryfow Slaski,Lower Silesia,Poland,59-620,51.0313,15.4142,Europe/Warsaw,Orange Polska Spolka Akcyjna,Orange Polska S.A.,AS5617 Orange Polska Spolka Akcyjna,20ff2f32a71e
Fairfax,Virginia,United States,22030,38.8476,-77.3281,America/New_York,George Mason University,George Mason University,AS11279 George Mason University,2a867ac34405
Cairo,Cairo Governorate,Egypt,,30.0588,31.2268,Africa/Cairo,TE Data,TE Data,AS8452 TE-AS,4a691523b4af
Charlotte,North Carolina,United States,28262,35.319,-80.7576,America/New_York,CenturyLink Communications,NASD,"AS3561 CenturyLink Communications, LLC",83b73bf972ce
Palo Alto,California,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,,a30629f8bbf7
Durham,North Carolina,United States,27709,35.905,-78.8566,America/New_York,IBM,IBM,,3e06f0684a58
Seoul,Seoul,South Korea,4524,37.5794,126.9754,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd,eb802562bfdd
,,,,,,,,,,fe463ff27f3d
Plainfield,New Jersey,United States,7060,40.6129,-74.416,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business,3ff98c036d9a
Dearborn,Michigan,United States,48121,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,,ea7ce2c07f84
Carlisle,England,United Kingdom,CA2,54.8706,-2.946,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC,2dcd689b58cf
,,,,,,,,,,1b188822e2d6
Paris,Île-de-France,France,75000,48.8566,2.35222,Europe/Paris,GLAXOSMITHKLINE,Glaxosmithkline,,752dba651bfd
St. Petersburg,Florida,United States,33714,27.8154,-82.6815,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc",c219fb958cc9
,,,,,,,,,,765dea35d3fc
Seongnam-si,Gyeonggi-do,South Korea,13606,37.3638,127.122,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom,cd04480ac8fd
Raleigh,North Carolina,United States,27668,35.838,-78.6122,America/New_York,United States Postal Service.,United States Postal Service,,974120a9f078
Jinrongjie,Beijing,China,,39.9204,116.358,Asia/Shanghai,China Unicom CHINA169 Network,China United Network Communications Corporation Limited,,50981b6b7417
Sacramento,California,United States,95841,38.6639,-121.3388,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, IP Services","AS33667 Comcast Cable Communications, LLC",5efc57d69123
,,,,,,,,,,bfcab3de50c6
Ski,Akershus,Norway,1406,59.7158,10.8061,Europe/Oslo,Telenor Norge,,AS2119 Telenor Norge AS,e693454fde6c
Chongqing,Chongqing,China,,29.5689,106.5577,Asia/Shanghai,Chinanet,Chinanet CQ,AS4134 CHINANET-BACKBONE,346ef9a972e9
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,0aeb54d81167
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,UK Ministry of Defence,UK Ministry of Defence,,399b1f537572
Frankfurt am Main,Hesse,Germany,60313,50.1109,8.68213,Europe/Berlin,Teamplate Service Deutschland GmbH,Teamplate Service Deutschland GmbH,,84ee4d4368c6
Chicago,Illinois,United States,60605,41.871,-87.6289,America/Chicago,Webpass Inc.,Webpass Inc.,AS19165 Webpass Inc.,b37229a91069
Pleiku,Gia Lai Province,Vietnam,,13.9833,108.0,Asia/Ho_Chi_Minh,FPT Telecom Company,FPT-STATICIP,AS18403 FPT Telecom Company,f015c2d526b6
,,,,,,,,,,6bc0cec88f2b
New Taipei,New Taipei,Taiwan,,24.9466,121.586,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd.","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd.",b49d9c3bf55b
Vítkov,Moravskoslezsky kraj,Czechia,749 01,49.7733,17.7545,Europe/Prague,CZ.CZNET,Czech Telecom a.s.,"AS5610 O2 Czech Republic, a.s.",2d48400d4254
,,,,,,,,,,2bdbb5027844
Moscow,Moscow,Russia,144700,55.7672,37.6194,Europe/Moscow,MTS PJSC,MTS PJSC,AS8359 MTS PJSC,667946388334
Beijing,Beijing,China,100000,39.9042,116.407,Asia/Shanghai,China Networks Inter-Exchange,Bjenet,AS4847 China Networks Inter-Exchange,3cb5b1ca6b8d
Dalian,Liaoning,China,,38.9384,121.6224,Asia/Shanghai,CNC Group CHINA169 Liaoning Province Network,,AS4837 CHINA UNICOM China169 Backbone,08f8bcc265fd
Mazieres-de-Touraine,Centre-Val de Loire,France,37130,47.3731,0.483575,Europe/Paris,Proxad / Free SAS,ProXad network / Free,AS12322 Free SAS,8b5ebe1c81a3
,,,,,,,,,,ff4adbd1289d
Monroe,Louisiana,United States,71203,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC",7c9973cba41b
Haidian,Beijing,China,,39.8997,116.334,Asia/Shanghai,China TieTong Telecommunications Corporation,North Star Information Hi.tech Ltd. Co,AS9394 China TieTong Telecommunications Corporation,623540d5f5d6
Palo Alto,California,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,,a84c88749af9
Moscow,Moscow,Russia,144700,55.7558,37.6173,Europe/Moscow,VLANT,,,ebba5007627a
Cupertino,California,United States,95014,37.3219,-122.03,America/Los_Angeles,Apple Inc.,Apple Inc,AS714 Apple Inc.,caabfca22276
Mexico City,Mexico City,Mexico,5120,19.3893,-99.2579,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET,7cccea33de6b
Taldom,Moscow Oblast,Russia,141900,56.7317,37.5325,Europe/Moscow,Okno-TV LLC,Okno-TV Ltd.,AS61396 Okno-TV LLC,52914304b379
Taipei,Taiwan,Taiwan,,25.0436,121.527,Asia/Taipei,Chung Hwa Zi An International Co,"Chung Hwa Zi An International Co., Limited",,e6ff53dd1b79
Chicago,Illinois,United States,60602,41.8874,-87.6318,America/Chicago,Nokia of America Corporation,Nokia of America Corporation,AS10455 Nokia of America Corporation,451be46f672a
New York,New York,United States,10123,40.7128,-74.006,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business,b47396a8d560
,,,,,,,,,,951521746eb0
Madrid,Madrid,Spain,28085,40.4163,-3.6934,Europe/Madrid,ITL LLC,"SIA ""Singularity Telecom""",AS59729 ITL LLC,dbb78a881c5e
Cincinnati,Ohio,United States,45201,39.1032,-84.5053,America/New_York,The Procter and Gamble Company,The Procter and Gamble Company,AS11003 The Procter and Gamble Company,7aab855140dd
Singapore,North West,Singapore,858877,1.35208,103.82,Asia/Singapore,Asia Pacific Network Information Center,"Asia Pacific Network Information Center, Pty. Ltd",,33dcb975840a
Ewirgol,Xinjiang,China,,42.5246,87.5396,Asia/Urumqi,China Telecom,Chinanet XJ,AS140553 CHINATELECOM XINJIANG province Shengji 5G network,487f642b01a2
Dexter,New York,United States,13634,44.01,-76.0686,America/New_York,Charter Communications Inc,Spectrum,AS11351 Charter Communications Inc,45373e0bfb8d
,,,,,,,,,,853a861182cd
Detroit,Michigan,United States,48265,42.3296,-83.0395,America/Detroit,General Motors LLC,General Motors LLC,,699beceaac5d
Palermo,Sicily,Italy,90146,38.1302,13.329,Europe/Rome,Telecom Italia S.p.A.,INTERBUSINESS,AS3269 Telecom Italia S.p.A.,816d3ef2d944
São Paulo,São Paulo,Brazil,68515,-23.5335,-46.6359,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,NET Serviços de Comunicação S.A.,AS28573 Claro NXT Telecomunicacoes Ltda,b65ce8f7c097
Shenyang,Liaoning,China,,41.8057,123.431,Asia/Shanghai,CNC Group CHINA169 Liaoning Province Network,,AS4837 CHINA UNICOM China169 Backbone,eacbf8f4e261
Birmingham,Alabama,United States,35209,33.4788,-86.7881,America/Chicago,AT&T Corp.,Charter Comms - BHM,AS6389 AT&T Corp.,8bd647e9973d
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,,92835443c10d
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,a5081ef3da44
,,,,,,,,,,40e60c57188e
Montreal,Quebec,Canada,H4X,45.5019,-73.5674,America/Toronto,Microsoft Corporation,Microsoft Corporation,,d46e648618f1
Durban,KwaZulu-Natal,South Africa,3630,-29.9056,30.9405,Africa/Johannesburg,Telkom SA Ltd,Telkom Internet Broadband 105,AS37457 Telkom SA Ltd.,a8f82069880f
Vilnius,Vilnius,Lithuania,8126,54.7013,25.2601,Europe/Vilnius,Telia Lietuva,"Telia Lietuva, AB","AS8764 Telia Lietuva, AB",3e85b8c40cb2
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,5984abdbd644
Newark,New Jersey,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,,3735f879b199
Longueuil,Quebec,Canada,J4K,45.5185,-73.5043,America/Toronto,Bell Canada,Gouvernement du Quebec (Government of Quebec),AS11489 Bell Canada,e4efad67c395
Detroit,Michigan,United States,48202,42.3643,-83.0696,America/Detroit,Merit Network Inc.,Wayne State University,AS237 Merit Network Inc.,ca4959d8fe47
Steinbach,Manitoba,Canada,R5G,49.5291,-96.6852,America/Winnipeg,Bell Canada,Bell Canada,AS7122 Bell Canada,946f2e55e6fb
Regina,Saskatchewan,Canada,S4V,50.429,-104.5341,America/Regina,University of Regina,University of Regina,AS26206 University of Regina,ec9a7a88ff33
Chiyoda,Tokyo,Japan,100-0001,35.694,139.754,Asia/Tokyo,Anpple Tech Enterprise,,AS133847 Anpple Tech Enterprise,b7295374cab4
Kansas City,Missouri,United States,64117,39.1499,-94.5459,America/Chicago,Cerner Corporation,Cerner Corporation,,d83990f2b52f
São Paulo,São Paulo,Brazil,1000,-23.6283,-46.6409,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A,7a380aa16bd1
Minato-ku,Tokyo,Japan,104-0045,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan Nation-wide Network of Softbank Corp.,AS17676 SoftBank Corp.,16e29e9a5169
,,,,,,,,,,88527729fa1d
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,,0c11ae4a20af
Chiyoda,Tokyo,Japan,100-8111,35.6916,139.768,Asia/Tokyo,"Information Systems Department, Japan Aerospace Exploration Agency",,"AS3488 Information Systems Department, Japan Aerospace Exploration Agency",53f81b8abaa4
Hefei,Anhui,China,,31.8564,117.2661,Asia/Shanghai,Chinanet,Chinanet AH,AS4134 CHINANET-BACKBONE,474f0fda074e
Yekaterinburg,Sverdlovsk Oblast,Russia,620000,56.8436,60.6429,Asia/Yekaterinburg,"JSC ""ER-Telecom Holding""",CJSC Ural WES,"AS5563 JSC ""ER-Telecom Holding""",9bf2996dc062
Raleigh,North Carolina,United States,27668,35.838,-78.6122,America/New_York,United States Postal Service.,United States Postal Service,,38cf6a4840fb
,,,,,,,,,,1a2f7238f8d8
,,,,,,,,,,64539b9c88f4
,,,,,,,,,,aeb4cefd92f2
Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center,73fb0a786df3
Warsaw,Mazovia,Poland,00-543,52.2231,21.0256,Europe/Warsaw,Orange Polska Spolka Akcyjna,Telekomunikacja Polska S.A.,AS5617 Orange Polska Spolka Akcyjna,d2ec8998e5f5
St Louis,Missouri,United States,63101,38.732,-90.2785,America/Chicago,Emerson Electric Co.,Emerson Electric Co,,77d398f0ef7f
Chicago,Illinois,United States,60606,41.8838,-87.6388,America/Chicago,The Boeing Company,The Boeing Company,,e8911ec1cff9
Southend-on-Sea,England,United Kingdom,SS0,51.5512,0.7034,Europe/London,Virgin Media Business,Virgin Media Limited,AS5089 Virgin Media Limited,fe7d0c9d4fe8
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Microsoft,Microsoft Limited,AS8075 Microsoft Corporation,1e6ac16bd68f
Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center,7f2308d86185
,,,,,,,,,,0d1884100090
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Xerox Corporation,Xerox Corporation,AS26662 XEROX CORPORATION,562259c03cad
Haidian,Beijing,China,,39.8997,116.334,Asia/Shanghai,North Star Information Hi.tech Ltd. Co,North Star Information Hi.tech Ltd. Co,,9c4d42265981
Newark,New Jersey,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,,13e8dd374604
,,,,,,,,,,c99e3c5a8ab7
,,,,,,,,,,24ca3143b91c
Chicago,Illinois,United States,60661,41.8796,-87.6414,America/Chicago,"Inteliquent, inc.","Inteliquent, inc","AS5006 Inteliquent, inc.",240d088b96f8
Rio de Janeiro,Rio de Janeiro,Brazil,24000,-22.9201,-43.0811,America/Sao_Paulo,V tal,Telemar Norte Leste S.A.,AS7738 V tal,5e5b32ae5e08
Fort Worth,Texas,United States,76102,32.7555,-97.3308,America/Chicago,T-Mobile USA,Sprint Fort Worth POP,,dcee8c145693
,,,,,,,,,,cc0f605918ca
Brasília,Federal District,Brazil,71570,-15.7757,-47.78,America/Sao_Paulo,TELEFÔNICA BRASIL S.A,Global Village Telecom,AS18881 TELEFÔNICA BRASIL S.A,b2b7cd0e0356
Rho,Lombardy,Italy,20017,45.5189,9.086,Europe/Rome,H3G,Wind TRE S.P.A,,cb479c7999d3
Sunnyvale,California,United States,94088,37.4118,-122.017,America/Los_Angeles,Lockheed Technical Operations Company,,,f2a756e93c7f
Brocton,England,United Kingdom,ST17,52.7564,-2.0727,Europe/London,British Telecommunications PLC,BT MBB,AS6871 Plusnet,ab4f7d8a3e98
,,,,,,,,,,c646abcfa87f
Rome,Lazio,Italy,187,41.9626,12.4644,Europe/Rome,Telecom Italia S.p.A,DATACOM,AS3269 Telecom Italia S.p.A.,c3554b0e15c4
,,,,,,,,,,801b6c318f44
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,ac8af2fb2fbe
Haidian,Beijing,China,,39.9786,116.302,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",,af75632182b2
Beijing,Beijing,China,,39.911,116.395,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",d48a92ad917e
Tokyo,Tokyo,Japan,151-0071,35.6837,139.6805,Asia/Tokyo,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION,235e52f671d6
Hefei,Anhui,China,230000,31.8371,117.269,Asia/Shanghai,USTC,The University of Science and Technology of China,AS24362 CERNET2 IX at University of Science and Technology of China,e69f7b1c4ae8
Chiyoda,Tokyo,Japan,100-8111,35.6916,139.768,Asia/Tokyo,NET-JP-ERX,Jpnic NET JP ERX,,358245fea355
,,,,,,,,,,72b866a1d07d
Lawrenceville,Georgia,United States,30044,33.9372,-84.0791,America/New_York,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",c6e73db288f2
Beijing,Beijing,China,,39.911,116.395,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",17c5db57d87c
Newark,New Jersey,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,,b65d46d9e2c4
Concord,Massachusetts,United States,1742,42.4502,-71.3733,America/New_York,Cogent Communications,"Town of Concord, MA",AS25808 Town of Concord MA,400942968063
Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,dgshjkj,"Dongguanshi huajian Technology Co., Ltd.",,ecd7467444ff
,,,,,,,,,,4ad5122f816e
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,dbcbac23a20c
,,,,,,,,,,2406aae31434
Seo-gu,Daejeon,South Korea,352,36.3566,127.3849,Asia/Seoul,LG POWERCOMM,LG POWERCOMM,AS17858 LG POWERCOMM,694277ee6634
