MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI
240,36,24036,36444469,65838914,11058757,240-36-3547,240-36-3547-37
240,82,24082,32481612,64377431,35198665,240-82-3803,240-82-3803-78
240,25,24025,77811424,37739384,44755298,240-25-2139,240-25-2139-15
240,11,24011,38143466,15051450,39266832,240-11-4814,240-11-4814-22
240,49,24049,49695955,86757873,31876591,240-49-5554,240-49-5554-68
240,85,24085,21019326,37934578,58959047,240-85-4733,240-85-4733-47
240,30,24030,19480982,90026639,26832854,240-30-9279,240-30-9279-87
240,87,24087,34976037,84233370,91190451,240-87-9935,240-87-9935-21
240,34,24034,30828218,42841626,89258657,240-34-3287,240-34-3287-41
240,93,24093,39083759,53888227,42311306,240-93-2876,240-93-2876-97
240,82,24082,76751948,94474114,73301309,240-82-2824,240-82-2824-13
240,52,24052,90789939,92653690,49951859,240-52-6930,240-52-6930-38
240,12,24012,92920090,98030761,79333399,240-12-7224,240-12-7224-22
240,49,24049,66576227,37302549,28624856,240-49-5554,240-49-5554-68
240,25,24025,68567860,79190903,45246870,240-25-2139,240-25-2139-15
240,5,24005,77137681,90226507,85847658,240-05-6168,240-05-6168-61
240,83,24083,52269758,32143659,52969370,240-83-8517,240-83-8517-28
240,88,24088,75316423,84885163,68201545,240-88-2169,240-88-2169-87
240,83,24083,94086906,85591790,42075856,240-83-8517,240-83-8517-28
240,52,24052,52457777,12554745,31668156,240-52-6930,240-52-6930-38
240,33,24033,24562448,39468023,44447113,240-33-1188,240-33-1188-97
240,49,24049,78916159,65725366,84197706,240-49-5554,240-49-5554-68
240,95,24095,71879393,69149738,62709945,240-95-5506,240-95-5506-41
240,82,24082,95076735,25395547,80850147,240-82-3803,240-82-3803-78
240,4,24004,78460438,19455587,68434721,240-04-2535,240-04-2535-37
240,4,24004,34937897,71411952,67793270,240-04-2535,240-04-2535-37
240,4,24004,97432322,97490115,69884201,240-04-2535,240-04-2535-37
240,29,24029,13137612,76995952,51345279,240-29-8359,240-29-8359-85
240,42,24042,16155631,70432054,49674024,240-42-1916,240-42-1916-39
240,55,24055,92304199,73107575,38517484,240-55-2040,240-55-2040-59
240,94,24094,48715206,50554990,94498951,240-94-5010,240-94-5010-30
240,95,24095,82044401,33139066,28872627,240-95-5506,240-95-5506-41
240,34,24034,72088878,98677961,68839242,240-34-3287,240-34-3287-41
240,73,24073,81697393,43424607,77723087,240-73-6155,240-73-6155-37
240,95,24095,96120098,97671837,27131085,240-95-5506,240-95-5506-41
240,84,24084,32293328,83291590,16110038,240-84-9179,240-84-9179-60
240,46,24046,32451149,76918313,95259603,240-46-6635,240-46-6635-87
240,82,24082,29215381,28910077,92563624,240-82-2824,240-82-2824-13
240,82,24082,88423843,78594265,50592473,240-82-6977,240-82-6977-30
240,98,24098,35223105,68570844,24662661,240-98-6514,240-98-6514-23
240,69,24069,27172296,84109617,10856561,240-69-3045,240-69-3045-58
240,12,24012,12793093,37102556,38915417,240-12-1771,240-12-1771-24
240,5,24005,93344839,78141351,16941140,240-05-6168,240-05-6168-61
240,96,24096,56044713,98729071,37879509,240-96-8019,240-96-8019-84
240,20,24020,11570484,11304548,67583624,240-20-3621,240-20-3621-97
240,12,24012,76846861,81078671,33968004,240-12-7224,240-12-7224-22
240,30,24030,66357972,85076844,51600090,240-30-9279,240-30-9279-87
240,4,24004,16979949,53637015,38037735,240-04-2535,240-04-2535-37
240,94,24094,86479785,47028971,65962089,240-94-5010,240-94-5010-30
240,82,24082,11491107,87129779,90653051,240-82-3803,240-82-3803-78
240,94,24094,63409551,45046344,79332458,240-94-5010,240-94-5010-30
240,86,24086,81748598,63468819,23547749,240-86-5374,240-86-5374-99
240,93,24093,15935558,21695679,89692922,240-93-2876,240-93-2876-97
240,98,24098,74463518,41948450,62856290,240-98-6514,240-98-6514-23
240,93,24093,28944776,44743014,18646293,240-93-2876,240-93-2876-97
240,36,24036,28182207,38037518,94545746,240-36-3547,240-36-3547-37
240,20,24020,63108880,97720123,70392833,240-20-3621,240-20-3621-97
240,4,24004,24589344,16741615,69098079,240-04-2535,240-04-2535-37
240,73,24073,93049865,13643527,44486444,240-73-6155,240-73-6155-37
240,52,24052,71398505,12931613,67139086,240-52-6930,240-52-6930-38
240,88,24088,36946812,30970390,75426490,240-88-2169,240-88-2169-87
240,60,24060,38084260,16283928,86059650,240-60-7216,240-60-7216-44
240,11,24011,85584033,45131093,81050396,240-11-4814,240-11-4814-22
240,82,24082,15135292,26666047,67453793,240-82-4598,240-82-4598-97
240,4,24004,59742434,78462225,17523227,240-04-2535,240-04-2535-37
240,88,24088,51473199,10265456,65274959,240-88-2169,240-88-2169-87
240,93,24093,50838239,43064197,98219914,240-93-2876,240-93-2876-97
240,18,24018,46362929,47466657,55835682,240-18-9348,240-18-9348-73
240,12,24012,86588409,43978844,26557138,240-12-1771,240-12-1771-24
240,35,24035,35630608,42707660,14197353,240-35-2084,240-35-2084-37
240,73,24073,78502742,38013297,19221417,240-73-6155,240-73-6155-37
240,82,24082,24098854,90425790,37599724,240-82-2824,240-82-2824-13
240,80,24080,93682669,29792813,35268795,240-80-6925,240-80-6925-83
240,29,24029,86470946,67626971,14992003,240-29-8359,240-29-8359-85
240,20,24020,44678725,95348402,43432177,240-20-3621,240-20-3621-97
240,4,24004,57776511,44775762,80589062,240-04-4257,240-04-4257-93
240,30,24030,15999870,52599198,36740048,240-30-9279,240-30-9279-87
240,36,24036,23969021,71903987,51464673,240-36-3547,240-36-3547-37
240,73,24073,61728367,79462821,45191857,240-73-6155,240-73-6155-37
240,49,24049,81222784,57595231,42342464,240-49-8668,240-49-8668-77
240,82,24082,85148952,23931741,43946183,240-82-2824,240-82-2824-13
240,55,24055,34170777,45535822,48349659,240-55-2040,240-55-2040-59
240,34,24034,36885655,46547147,92251613,240-34-1711,240-34-1711-68
240,46,24046,69869964,78773535,48239153,240-46-6635,240-46-6635-87
240,12,24012,75840649,30513879,22907190,240-12-7224,240-12-7224-22
240,76,24076,54106014,67826551,98504929,240-76-7912,240-76-7912-14
240,4,24004,19376748,22800929,50317190,240-04-2535,240-04-2535-37
240,36,24036,10418860,14146138,90305396,240-36-3547,240-36-3547-37
240,46,24046,65041361,56148475,17104969,240-46-6635,240-46-6635-87
240,46,24046,25653278,40182703,16922383,240-46-6635,240-46-6635-87
240,82,24082,37184399,56414223,95632726,240-82-4598,240-82-4598-97
240,90,24090,26290701,47682830,94622631,240-90-9928,240-90-9928-63
240,46,24046,32839386,74752685,49774913,240-46-6635,240-46-6635-87
240,82,24082,63397330,17661202,38821663,240-82-3803,240-82-3803-78
240,11,24011,78366281,54423346,99687685,240-11-5803,240-11-5803-90
240,20,24020,75056408,52884255,91365081,240-20-3621,240-20-3621-97
240,35,24035,53487437,26210409,46975476,240-35-2084,240-35-2084-37
240,33,24033,84866114,44276391,48392920,240-33-1188,240-33-1188-97
240,5,24005,35168772,33778042,26778977,240-05-6168,240-05-6168-61
240,69,24069,90162634,83051592,98813839,240-69-5371,240-69-5371-92
240,29,24029,91619963,25582017,53979789,240-29-3286,240-29-3286-23
240,95,24095,91607824,79118483,97592494,240-95-5506,240-95-5506-41
240,90,24090,18948634,25441595,66354308,240-90-7924,240-90-7924-53
240,33,24033,32955864,26583116,13850591,240-33-1188,240-33-1188-97
240,87,24087,22249914,88118234,69289052,240-87-9935,240-87-9935-21
240,60,24060,36044323,38179803,47320651,240-60-7216,240-60-7216-44
240,82,24082,39060599,21129219,74867154,240-82-6977,240-82-6977-30
240,11,24011,74560412,27449542,53676806,240-11-5803,240-11-5803-90
240,12,24012,95177357,73147531,30770161,240-12-1771,240-12-1771-24
240,82,24082,25292938,91195920,74266688,240-82-2824,240-82-2824-13
240,82,24082,66566754,45879094,89066149,240-82-4598,240-82-4598-97
240,94,24094,86953116,91493449,19355861,240-94-5010,240-94-5010-30
240,12,24012,68969354,92333225,32560192,240-12-7224,240-12-7224-22
240,34,24034,44576385,46433276,80895928,240-34-3287,240-34-3287-41
240,95,24095,20803312,63475960,59936505,240-95-5506,240-95-5506-41
240,82,24082,81527607,22810358,33969419,240-82-2824,240-82-2824-13
240,84,24084,80640306,35449382,42596786,240-84-9179,240-84-9179-60
240,4,24004,55894799,11791414,11007580,240-04-2535,240-04-2535-37
240,96,24096,63150318,10663230,19894500,240-96-9830,240-96-9830-43
240,88,24088,47570154,96917779,65557450,240-88-2169,240-88-2169-87
240,82,24082,71502676,55406486,17300714,240-82-3803,240-82-3803-78
240,29,24029,61765087,12043974,34626925,240-29-3286,240-29-3286-23
240,12,24012,53898857,77726773,83983615,240-12-7224,240-12-7224-22
240,42,24042,93587123,66518735,72399311,240-42-1916,240-42-1916-39
240,90,24090,88073812,93560464,25230968,240-90-9928,240-90-9928-63
240,87,24087,76332154,89844972,41365910,240-87-9935,240-87-9935-21
240,98,24098,67257570,33616560,95122952,240-98-6514,240-98-6514-23
240,96,24096,55234306,49700294,98578716,240-96-9830,240-96-9830-43
240,82,24082,67848957,17362463,90099977,240-82-6977,240-82-6977-30
240,98,24098,20557307,46383229,91047836,240-98-6514,240-98-6514-23
240,90,24090,73387141,50710892,18434845,240-90-7924,240-90-7924-53
240,82,24082,84163369,66862251,42237150,240-82-3803,240-82-3803-78
240,55,24055,25997861,24923899,42318376,240-55-2040,240-55-2040-59
240,87,24087,33778050,91107185,46164877,240-87-9935,240-87-9935-21
240,96,24096,74700219,61311157,89051476,240-96-9830,240-96-9830-43
240,69,24069,46928094,53000613,29271178,240-69-5371,240-69-5371-92
240,42,24042,14743241,64327942,78919088,240-42-1916,240-42-1916-39
240,87,24087,69967434,55356380,82617699,240-87-9935,240-87-9935-21
240,42,24042,21420444,70771700,74509970,240-42-1916,240-42-1916-39
240,30,24030,10076070,61410605,22467415,240-30-9279,240-30-9279-87
240,36,24036,52820542,13440160,79549609,240-36-1106,240-36-1106-30
240,12,24012,51915583,27884719,85045110,240-12-1771,240-12-1771-24
240,11,24011,50552186,28258167,19427517,240-11-4814,240-11-4814-22
240,34,24034,28872082,92908826,94294114,240-34-1711,240-34-1711-68
240,11,24011,19619987,56429472,38081376,240-11-4814,240-11-4814-22
240,88,24088,93185423,10531700,15558821,240-88-2169,240-88-2169-87
240,33,24033,40283231,49221576,55885467,240-33-1188,240-33-1188-97
240,34,24034,32499324,39116144,14126839,240-34-3287,240-34-3287-41
240,96,24096,74015421,27740102,10709879,240-96-9830,240-96-9830-43
240,82,24082,65050652,69699928,20541013,240-82-6977,240-82-6977-30
240,11,24011,99689252,17443448,13455847,240-11-5803,240-11-5803-90
240,4,24004,95615420,28393988,65555985,240-04-4257,240-04-4257-93
240,42,24042,32358567,82014493,27991259,240-42-1916,240-42-1916-39
240,36,24036,30938871,45561425,37276492,240-36-1106,240-36-1106-30
240,35,24035,55155081,50359903,12265068,240-35-2084,240-35-2084-37
240,82,24082,58302607,76050877,98129325,240-82-3803,240-82-3803-78
240,96,24096,35552785,25316885,42937474,240-96-9830,240-96-9830-43
240,4,24004,58371944,50542734,73160815,240-04-4257,240-04-4257-93
240,82,24082,44842347,23658581,18673396,240-82-2824,240-82-2824-13
240,52,24052,87222963,72884507,85314322,240-52-6930,240-52-6930-38
240,46,24046,14283276,76325764,44170986,240-46-6635,240-46-6635-87
240,82,24082,97890366,43639776,27002434,240-82-3803,240-82-3803-78
240,46,24046,68633561,19741652,96971757,240-46-6635,240-46-6635-87
240,12,24012,32967094,12498455,10926633,240-12-1771,240-12-1771-24
240,36,24036,36094826,81891460,57888703,240-36-3547,240-36-3547-37
240,86,24086,29829116,85510883,82974611,240-86-5374,240-86-5374-99
240,29,24029,78520851,58212110,74964479,240-29-8359,240-29-8359-85
240,36,24036,28547259,69303920,82435133,240-36-3547,240-36-3547-37
240,76,24076,23625117,11346619,64648635,240-76-7912,240-76-7912-14
240,96,24096,50586898,15352071,43246584,240-96-8019,240-96-8019-84
240,34,24034,18227463,90472748,29523192,240-34-1711,240-34-1711-68
240,12,24012,62122623,42098737,77939895,240-12-7224,240-12-7224-22
240,4,24004,93698654,51141835,57339041,240-04-2535,240-04-2535-37
240,48,24048,59513752,99964180,26457492,240-48-6820,240-48-6820-36
240,96,24096,95684310,75263702,17487653,240-96-9830,240-96-9830-43
240,96,24096,67184562,97023317,16062996,240-96-8019,240-96-8019-84
240,34,24034,24265580,90235631,12237919,240-34-3287,240-34-3287-41
240,46,24046,16772611,90823052,13989558,240-46-6635,240-46-6635-87
240,85,24085,90784934,93322319,76955010,240-85-4733,240-85-4733-47
240,20,24020,67541656,89003375,12258308,240-20-3621,240-20-3621-97
240,90,24090,45216862,31126665,91061085,240-90-7924,240-90-7924-53
240,69,24069,64959112,16616712,17916370,240-69-3045,240-69-3045-58
240,96,24096,27788418,44526430,89650514,240-96-8019,240-96-8019-84
240,12,24012,20196402,51055139,50063736,240-12-7224,240-12-7224-22
240,82,24082,76350544,46350029,77335812,240-82-4598,240-82-4598-97
240,29,24029,40894148,88281439,35654103,240-29-8359,240-29-8359-85
240,80,24080,19538354,86152403,73206746,240-80-6925,240-80-6925-83
240,96,24096,97205131,18801490,32468997,240-96-8019,240-96-8019-84
240,60,24060,13639789,47408695,64995736,240-60-7216,240-60-7216-44
240,83,24083,52896318,13819959,50065699,240-83-8517,240-83-8517-28
240,88,24088,27048130,49433665,97028652,240-88-2169,240-88-2169-87
240,83,24083,69722760,15394876,46456393,240-83-8517,240-83-8517-28
240,80,24080,96767956,95223639,86949516,240-80-6925,240-80-6925-83
240,25,24025,73946006,47189296,50868674,240-25-2139,240-25-2139-15
240,95,24095,77729554,64831005,83606583,240-95-5506,240-95-5506-41
240,4,24004,43292109,26860180,53820145,240-04-2535,240-04-2535-37
240,4,24004,88632111,67853156,87987233,240-04-2535,240-04-2535-37
240,96,24096,41958818,51444353,49525274,240-96-8019,240-96-8019-84
240,46,24046,88427467,64205696,36113527,240-46-6635,240-46-6635-87
240,11,24011,35865584,48637984,15405604,240-11-5803,240-11-5803-90
240,82,24082,22625639,16671264,29464098,240-82-6977,240-82-6977-30
240,20,24020,37006166,91773522,57786161,240-20-3621,240-20-3621-97
240,82,24082,60928467,90794866,46723473,240-82-3803,240-82-3803-78
240,4,24004,58187656,41696925,16900756,240-04-2535,240-04-2535-37
240,84,24084,53668023,36261980,63874073,240-84-9179,240-84-9179-60
240,49,24049,84259636,89319980,84972272,240-49-5554,240-49-5554-68
240,76,24076,45561711,97293389,62956554,240-76-7912,240-76-7912-14
240,82,24082,13057288,55186526,72447159,240-82-2824,240-82-2824-13
240,11,24011,12036678,84120628,87294516,240-11-5803,240-11-5803-90
240,30,24030,76605297,19605579,17252860,240-30-9279,240-30-9279-87
240,94,24094,42131196,48271611,69707625,240-94-5010,240-94-5010-30
240,49,24049,40582914,56210618,76034832,240-49-5554,240-49-5554-68
240,88,24088,69224488,48927406,98876003,240-88-2169,240-88-2169-87
240,20,24020,92422697,47322842,58537496,240-20-3621,240-20-3621-97
240,60,24060,10014124,58171833,29900061,240-60-7216,240-60-7216-44
240,73,24073,84171005,54856786,94669750,240-73-6155,240-73-6155-37
240,36,24036,13381967,70238947,98756458,240-36-3547,240-36-3547-37
240,69,24069,55809474,12494180,65473207,240-69-5371,240-69-5371-92
240,60,24060,28550299,88418497,12279933,240-60-7216,240-60-7216-44
240,4,24004,48811731,96583515,66583614,240-04-2535,240-04-2535-37
240,82,24082,25634074,11818356,35837143,240-82-4598,240-82-4598-97
240,25,24025,96540228,42737036,25511165,240-25-2139,240-25-2139-15
240,4,24004,33950126,36429628,23119527,240-04-4257,240-04-4257-93
240,96,24096,15084275,19056664,52249286,240-96-9830,240-96-9830-43
240,94,24094,26611021,77197274,21344988,240-94-5010,240-94-5010-30
240,96,24096,76822687,84840081,37659898,240-96-8019,240-96-8019-84
240,55,24055,70232384,80616014,72835790,240-55-2040,240-55-2040-59
240,60,24060,18955707,74932981,78419049,240-60-7216,240-60-7216-44
240,25,24025,10391200,30370828,22792315,240-25-2139,240-25-2139-15
240,73,24073,74377085,56861563,83469895,240-73-6155,240-73-6155-37
240,46,24046,99665178,17931645,54566462,240-46-6635,240-46-6635-87
240,11,24011,75536851,26843671,52731772,240-11-5803,240-11-5803-90
240,73,24073,99610163,66063295,64270924,240-73-6155,240-73-6155-37
240,12,24012,43497121,72676660,98937120,240-12-1771,240-12-1771-24
240,18,24018,41623784,24970208,27523295,240-18-9348,240-18-9348-73
240,36,24036,41348056,37852569,73345116,240-36-3547,240-36-3547-37
240,90,24090,98411444,28214447,85697050,240-90-7924,240-90-7924-53
240,25,24025,66211604,64798734,70253379,240-25-2139,240-25-2139-15
240,86,24086,67817146,92394009,38297525,240-86-5374,240-86-5374-99
240,46,24046,98640620,57329054,35778549,240-46-6635,240-46-6635-87
240,82,24082,84622364,83517683,20039062,240-82-6977,240-82-6977-30
240,49,24049,16471789,49116469,29099696,240-49-5554,240-49-5554-68
240,95,24095,75236070,96496248,82716124,240-95-5506,240-95-5506-41
240,29,24029,18005816,87206241,34058377,240-29-8359,240-29-8359-85
240,88,24088,60382882,52181092,86558450,240-88-2169,240-88-2169-87
240,34,24034,64550380,18268325,66113582,240-34-3287,240-34-3287-41
240,36,24036,50307135,11502388,94306686,240-36-1106,240-36-1106-30
240,34,24034,92303785,95230496,65483052,240-34-1711,240-34-1711-68
240,96,24096,57640024,26960518,79169377,240-96-9830,240-96-9830-43
240,82,24082,70476583,98411556,90234947,240-82-2824,240-82-2824-13
240,48,24048,83925055,15901729,77885660,240-48-6820,240-48-6820-36
240,96,24096,61726963,18840233,72890405,240-96-8019,240-96-8019-84
240,34,24034,72927567,92767496,62371160,240-34-1711,240-34-1711-68
240,29,24029,94958385,50074588,60990542,240-29-8359,240-29-8359-85
240,76,24076,87530324,43610229,62295679,240-76-7912,240-76-7912-14
240,96,24096,37018158,33385562,67418177,240-96-8019,240-96-8019-84
240,11,24011,47139120,91441799,68331275,240-11-5803,240-11-5803-90
240,88,24088,35676526,94320137,72084594,240-88-2169,240-88-2169-87
240,52,24052,19503192,62608166,60918533,240-52-6930,240-52-6930-38
240,88,24088,82213063,90891303,58960160,240-88-2169,240-88-2169-87
240,34,24034,77622203,39791312,43287863,240-34-1711,240-34-1711-68
240,4,24004,39380619,60256137,52781676,240-04-2535,240-04-2535-37
240,90,24090,61346471,11514342,83412271,240-90-9928,240-90-9928-63
240,33,24033,57843684,80073221,67243348,240-33-1188,240-33-1188-97
240,82,24082,23891410,73157076,67149800,240-82-6977,240-82-6977-30
240,69,24069,56067970,16342422,36536966,240-69-5371,240-69-5371-92
240,11,24011,35085829,43069157,50695334,240-11-4814,240-11-4814-22
240,90,24090,93348871,39156420,12452321,240-90-9928,240-90-9928-63
240,42,24042,70670609,72926494,52131925,240-42-1916,240-42-1916-39
240,18,24018,82060574,70689795,67360345,240-18-9348,240-18-9348-73
240,49,24049,96141962,19308136,46973977,240-49-8668,240-49-8668-77
240,69,24069,97024563,47098337,35793268,240-69-5371,240-69-5371-92
240,4,24004,17515842,33594937,72351273,240-04-2535,240-04-2535-37
240,34,24034,72322884,14089756,71073234,240-34-1711,240-34-1711-68
240,18,24018,55930890,62285335,92397218,240-18-9348,240-18-9348-73
