Linkage_Index,City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
1396,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1397,Shibuya,Tokyo,Japan,150-8307,35.6564,139.699,Asia/Tokyo,GMO-BRS,GMO BRAND SECURITY Inc.,
1398,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
1399,Little Rock,Massachusetts,Vietnam,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1400,Guro-gu,Seoul,South Korea,83,37.4784,126.8982,Asia/Seoul,SK Broadband Co Ltd,Sejong University,AS9318 SK Broadband Co Ltd
1401,Indianapolis,Indiana,United States,46285,39.7559,-86.1531,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company
1402,Whitehall,Incheon,Egypt,49349,43.5413,-85.7546,America/Detroit,Great Lakes Energy Connections Inc.,Great Lakes Energy Connections Inc,AS398143 Great Lakes Energy Connections Inc.
1403,London,England,United Kingdom,W1B,51.5072,-0.127586,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
1404,Haidian,Beijing,China,,39.9786,116.302,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",
1405,New York,Ohio,China,4062,43.7973,-70.4161,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc
1406,Busan,Shumen,Taiwan,,36.1699,-115.1398,America/Los_Angeles,Google LLC,Google Cloud (us-west4),AS15169 Google LLC
1407,Seattle,Washington,United States,98109,47.6222,-122.337,America/Los_Angeles,Amazon Technologies Inc.,Amazon Technologies Inc,
1408,Nanjing,Jiangsu,China,,32.0607,118.763,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
1409,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1410,Troy,Michigan,United States,48084,42.5583,-83.1805,America/Detroit,"Comcast Cable Communications, LLC","Comcast Cable Communications Holdings, Inc","AS33668 Comcast Cable Communications, LLC"
1411,Akron,Ohio,United States,44321,41.098,-81.6422,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc
1412,Akron,New Hampshire,United States,31210,32.8936,-83.743,America/New_York,Georgia Technology Authority,Georgia Technology Authority,AS2897 Georgia Technology Authority
1413,Ashburn,Virginia,United States,20149,39.0438,-77.4874,America/New_York,Hewlett Packard Enterprise Company,Amazon Technologies Inc. (us-gov-east-1),
1414,Sydney,Indiana,United States,85613,31.5552,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
1415,Palo Alto,California,United States,94304,37.412,-122.148,America/Los_Angeles,HP Inc.,HP Inc,
1416,La Rochelle,Nouvelle-Aquitaine,France,17000,46.1697,-1.1516,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,N9uf DYN DSL,AS15557 Societe Francaise Du Radiotelephone - SFR SA
1417,Gangbuk-gu,Seoul,South Korea,10,37.6445,127.0037,Asia/Seoul,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM
1418,Alcamo,Sicily,Italy,91011,37.9787,12.9675,Europe/Rome,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.
1419,Los Angeles,California,United States,90060,34.0544,-118.2441,America/Los_Angeles,The Capital Group Companies,"The Capital Group Companies, Inc",
1420,Campina Grande,Sichuan,United States,,-20.2431,57.4962,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
1421,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS6042 DoD Network Information Center
1422,Dothan,Alabama,United States,36301,31.2232,-85.3905,America/Chicago,Sprint,Alanet,AS1239 Sprint
1423,Kawaguchi,Gunma,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1424,Tsing Yi,Kwai Tsing,Hong Kong,,22.3484,114.112,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
1425,Lithonia,Georgia,United States,30058,33.7344,-84.0986,America/New_York,Board of Regents of the University System of Georgia,Board of Regents of the University System of Georgia,AS3479 Board of Regents of the University System of Georgia
1426,Gryfow Slaski,Lower Silesia,Poland,59-620,51.0313,15.4142,Europe/Warsaw,Orange Polska Spolka Akcyjna,Orange Polska S.A.,AS5617 Orange Polska Spolka Akcyjna
1427,Fairfax,Virginia,United States,22030,38.8476,-77.3281,America/New_York,George Mason University,George Mason University,AS11279 George Mason University
1428,Cairo,Cairo Governorate,Egypt,,30.0588,31.2268,Africa/Cairo,TE Data,TE Data,AS8452 TE-AS
1429,Charlotte,North Carolina,United States,28262,35.319,-80.7576,America/New_York,CenturyLink Communications,NASD,"AS3561 CenturyLink Communications, LLC"
1430,Palo Alto,California,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
1431,Seongnam-si,Colorado,United States,27709,35.905,-78.8566,America/New_York,IBM,IBM,
1432,Seoul,Seoul,South Korea,4524,37.5794,126.9754,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
1433,Plainfield,New Jersey,United States,7060,40.6129,-74.416,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
1434,Midland,Jiangsu,United States,48121,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,
1435,Carlisle,England,United Kingdom,CA2,54.8706,-2.946,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
1436,Paris,Île-de-France,France,75000,48.8566,2.35222,Europe/Paris,GLAXOSMITHKLINE,Glaxosmithkline,
1437,Dearborn,Wisconsin,Brazil,33714,27.8154,-82.6815,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
1438,Mooresville,Alexandria,United States,13606,37.3638,127.122,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
1439,Raleigh,North Carolina,United States,27668,35.838,-78.6122,America/New_York,United States Postal Service.,United States Postal Service,
1440,Jinrongjie,Beijing,China,,39.9204,116.358,Asia/Shanghai,China Unicom CHINA169 Network,China United Network Communications Corporation Limited,
1441,Sacramento,California,United States,95841,38.6639,-121.3388,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, IP Services","AS33667 Comcast Cable Communications, LLC"
1442,Elmhurst,Cairo Governorate,United States,1406,59.7158,10.8061,Europe/Oslo,Telenor Norge,,AS2119 Telenor Norge AS
1443,Auburndale,Louisiana,United States,,29.5689,106.5577,Asia/Shanghai,Chinanet,Chinanet CQ,AS4134 CHINANET-BACKBONE
1444,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1445,Utrecht,Utrecht,United States,W1B,51.5074,-0.127758,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
1446,Frankfurt am Main,Hesse,Germany,60313,50.1109,8.68213,Europe/Berlin,Teamplate Service Deutschland GmbH,Teamplate Service Deutschland GmbH,
1447,Frankfurt am Main,Brittany,United States,60605,41.871,-87.6289,America/Chicago,Webpass Inc.,Webpass Inc.,AS19165 Webpass Inc.
1448,Vadodara,Arizona,Sweden,,13.9833,108.0,Asia/Ho_Chi_Minh,FPT Telecom Company,FPT-STATICIP,AS18403 FPT Telecom Company
1449,New Taipei,New Taipei,Taiwan,,24.9466,121.586,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd.","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd."
1450,Vítkov,Moravskoslezsky kraj,Czechia,749 01,49.7733,17.7545,Europe/Prague,CZ.CZNET,Czech Telecom a.s.,"AS5610 O2 Czech Republic, a.s."
1451,Moscow,Moscow,Russia,144700,55.7672,37.6194,Europe/Moscow,MTS PJSC,MTS PJSC,AS8359 MTS PJSC
1452,Steinbach,Tokyo,United Kingdom,100000,39.9042,116.407,Asia/Shanghai,China Networks Inter-Exchange,Bjenet,AS4847 China Networks Inter-Exchange
1453,Dalian,Liaoning,China,,38.9384,121.6224,Asia/Shanghai,CNC Group CHINA169 Liaoning Province Network,,AS4837 CHINA UNICOM China169 Backbone
1454,Porterville,New Taipei,China,37130,47.3731,0.483575,Europe/Paris,Proxad / Free SAS,ProXad network / Free,AS12322 Free SAS
1455,Blacksburg,California,South Korea,71203,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
1456,Haidian,Beijing,China,,39.8997,116.334,Asia/Shanghai,China TieTong Telecommunications Corporation,North Star Information Hi.tech Ltd. Co,AS9394 China TieTong Telecommunications Corporation
1457,London,California,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
1458,Moscow,Moscow,Russia,144700,55.7558,37.6173,Europe/Moscow,VLANT,,
1459,Cupertino,California,United States,95014,37.3219,-122.03,America/Los_Angeles,Apple Inc.,Apple Inc,AS714 Apple Inc.
1460,Mexico City,Mexico City,Mexico,5120,19.3893,-99.2579,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
1461,Taldom,Moscow Oblast,Russia,141900,56.7317,37.5325,Europe/Moscow,Okno-TV LLC,Okno-TV Ltd.,AS61396 Okno-TV LLC
1462,Whitehall,Ohio,India,,25.0436,121.527,Asia/Taipei,Chung Hwa Zi An International Co,"Chung Hwa Zi An International Co., Limited",
1463,Chicago,Illinois,United States,60602,41.8874,-87.6318,America/Chicago,Nokia of America Corporation,Nokia of America Corporation,AS10455 Nokia of America Corporation
1464,New York,New York,United States,10123,40.7128,-74.006,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
1465,Madrid,Madrid,Spain,28085,40.4163,-3.6934,Europe/Madrid,ITL LLC,"SIA ""Singularity Telecom""",AS59729 ITL LLC
1466,Åmot,Jiangsu,United States,45201,39.1032,-84.5053,America/New_York,The Procter and Gamble Company,The Procter and Gamble Company,AS11003 The Procter and Gamble Company
1467,Singapore,North West,Singapore,858877,1.35208,103.82,Asia/Singapore,Asia Pacific Network Information Center,"Asia Pacific Network Information Center, Pty. Ltd",
1468,Ewirgol,Xinjiang,China,,42.5246,87.5396,Asia/Urumqi,China Telecom,Chinanet XJ,AS140553 CHINATELECOM XINJIANG province Shengji 5G network
1469,Ofakim,Tbilisi,United States,13634,44.01,-76.0686,America/New_York,Charter Communications Inc,Spectrum,AS11351 Charter Communications Inc
1470,Detroit,Michigan,United States,48265,42.3296,-83.0395,America/Detroit,General Motors LLC,General Motors LLC,
1471,Palermo,Sicily,Italy,90146,38.1302,13.329,Europe/Rome,Telecom Italia S.p.A.,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
1472,São Paulo,São Paulo,Brazil,68515,-23.5335,-46.6359,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,NET Serviços de Comunicação S.A.,AS28573 Claro NXT Telecomunicacoes Ltda
1473,Shenyang,Liaoning,China,,41.8057,123.431,Asia/Shanghai,CNC Group CHINA169 Liaoning Province Network,,AS4837 CHINA UNICOM China169 Backbone
1474,Birmingham,Alabama,United States,35209,33.4788,-86.7881,America/Chicago,AT&T Corp.,Charter Comms - BHM,AS6389 AT&T Corp.
1475,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
1476,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1477,Montreal,Quebec,Canada,H4X,45.5019,-73.5674,America/Toronto,Microsoft Corporation,Microsoft Corporation,
1478,Weifang,Casablanca-Settat,Türkiye,3630,-29.9056,30.9405,Africa/Johannesburg,Telkom SA Ltd,Telkom Internet Broadband 105,AS37457 Telkom SA Ltd.
1479,Vilnius,Vilnius,Lithuania,8126,54.7013,25.2601,Europe/Vilnius,Telia Lietuva,"Telia Lietuva, AB","AS8764 Telia Lietuva, AB"
1480,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1481,Newark,New Jersey,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
1482,Longueuil,Quebec,Canada,J4K,45.5185,-73.5043,America/Toronto,Bell Canada,Gouvernement du Quebec (Government of Quebec),AS11489 Bell Canada
1483,Detroit,Michigan,United States,48202,42.3643,-83.0696,America/Detroit,Merit Network Inc.,Wayne State University,AS237 Merit Network Inc.
1484,Hong Kong,Sichuan,Japan,R5G,49.5291,-96.6852,America/Winnipeg,Bell Canada,Bell Canada,AS7122 Bell Canada
1485,Regina,Saskatchewan,Canada,S4V,50.429,-104.5341,America/Regina,University of Regina,University of Regina,AS26206 University of Regina
1486,Chiyoda,Tokyo,Japan,100-0001,35.694,139.754,Asia/Tokyo,Anpple Tech Enterprise,,AS133847 Anpple Tech Enterprise
1487,Kansas City,Missouri,United States,64117,39.1499,-94.5459,America/Chicago,Cerner Corporation,Cerner Corporation,
1488,Toronto,New York,South Korea,1000,-23.6283,-46.6409,America/Sao_Paulo,Vivo,TELEFONICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
1489,London,Oslo County,China,104-0045,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan Nation-wide Network of Softbank Corp.,AS17676 SoftBank Corp.
1490,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
1491,Chiyoda,Tokyo,Japan,100-8111,35.6916,139.768,Asia/Tokyo,"Information Systems Department, Japan Aerospace Exploration Agency",,"AS3488 Information Systems Department, Japan Aerospace Exploration Agency"
1492,Beijing,Ohio,Norway,,31.8564,117.2661,Asia/Shanghai,Chinanet,Chinanet AH,AS4134 CHINANET-BACKBONE
1493,Yekaterinburg,Sverdlovsk Oblast,Russia,620000,56.8436,60.6429,Asia/Yekaterinburg,"JSC ""ER-Telecom Holding""",CJSC Ural WES,"AS5563 JSC ""ER-Telecom Holding"""
1494,Dearborn,Taiwan,United States,27668,35.838,-78.6122,America/New_York,United States Postal Service.,United States Postal Service,
1495,Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
1496,Warsaw,Mazovia,Poland,00-543,52.2231,21.0256,Europe/Warsaw,Orange Polska Spolka Akcyjna,Telekomunikacja Polska S.A.,AS5617 Orange Polska Spolka Akcyjna
1497,St Louis,Missouri,United States,63101,38.732,-90.2785,America/Chicago,Emerson Electric Co.,Emerson Electric Co,
1498,Chicago,Illinois,United States,60606,41.8838,-87.6388,America/Chicago,The Boeing Company,The Boeing Company,
1499,Southend-on-Sea,England,United Kingdom,SS0,51.5512,0.7034,Europe/London,Virgin Media Business,Virgin Media Limited,AS5089 Virgin Media Limited
1500,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Microsoft,Microsoft Limited,AS8075 Microsoft Corporation
1501,Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
1502,Honolulu,Beijing,Switzerland,W1B,51.5074,-0.127758,Europe/London,Xerox Corporation,Xerox Corporation,AS26662 XEROX CORPORATION
1503,Whitehall,Indiana,United States,,39.8997,116.334,Asia/Shanghai,North Star Information Hi.tech Ltd. Co,North Star Information Hi.tech Ltd. Co,
1504,North Chungcheong,Minas Gerais,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
1505,Chicago,Illinois,United States,60661,41.8796,-87.6414,America/Chicago,"Inteliquent, inc.","Inteliquent, inc","AS5006 Inteliquent, inc."
1506,San Antonio,Beijing,Czechia,24000,-22.9201,-43.0811,America/Sao_Paulo,V tal,Telemar Norte Leste S.A.,AS7738 V tal
1507,Fort Worth,Texas,United States,76102,32.7555,-97.3308,America/Chicago,T-Mobile USA,Sprint Fort Worth POP,
1508,Brasília,Federal District,Brazil,71570,-15.7757,-47.78,America/Sao_Paulo,TELEFÔNICA BRASIL S.A,Global Village Telecom,AS18881 TELEFÔNICA BRASIL S.A
1509,Rho,Lombardy,Italy,20017,45.5189,9.086,Europe/Rome,H3G,Wind TRE S.P.A,
1510,Sunnyvale,California,United States,94088,37.4118,-122.017,America/Los_Angeles,Lockheed Technical Operations Company,,
1511,Nanjing,California,Norway,ST17,52.7564,-2.0727,Europe/London,British Telecommunications PLC,BT MBB,AS6871 Plusnet
1512,Rome,Lazio,Italy,187,41.9626,12.4644,Europe/Rome,Telecom Italia S.p.A,DATACOM,AS3269 Telecom Italia S.p.A.
1513,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1514,Haidian,Beijing,China,,39.9786,116.302,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",
1515,Beijing,Beijing,China,,39.911,116.395,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
1516,Tokyo,Tokyo,Japan,151-0071,35.6837,139.6805,Asia/Tokyo,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION
1517,Hefei,Anhui,China,230000,31.8371,117.269,Asia/Shanghai,USTC,The University of Science and Technology of China,AS24362 CERNET2 IX at University of Science and Technology of China
1518,Şişli,Ohio,China,100-8111,35.6916,139.768,Asia/Tokyo,NET-JP-ERX,Jpnic NET JP ERX,
1519,Tasman District,Michigan,China,30044,33.9372,-84.0791,America/New_York,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
1520,Beijing,Beijing,China,,39.911,116.395,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
1521,Newark,New Jersey,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
1522,Concord,Massachusetts,United States,1742,42.4502,-71.3733,America/New_York,Cogent Communications,"Town of Concord, MA",AS25808 Town of Concord MA
1523,Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,dgshjkj,"Dongguanshi huajian Technology Co., Ltd.",
1524,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1525,Seo-gu,Daejeon,South Korea,352,36.3566,127.3849,Asia/Seoul,LG POWERCOMM,LG POWERCOMM,AS17858 LG POWERCOMM
1526,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS6042 DoD Network Information Center
1527,Guangzhou,Guangdong,China,,23.1181,113.2539,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
1528,Cairo,Cairo Governorate,Egypt,,30.0176,31.4131,Africa/Cairo,Network Mobile Web,,AS36992 ETISALAT MISR
1529,Chicago,Illinois,United States,60616,41.8536,-87.6183,America/Chicago,Verizon Business,Verizon Business,AS701 Verizon Business
1530,Boston,Massachusetts,United States,2110,42.355,-71.0568,America/New_York,Global Network Services,Global Network Services,
