Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type,Linkage_Index
260403070335+0100,240,08,24008,16171678,18618724,12660305,240-08-****,240-08-****-**,5G,Smartphone,305
260406163214-0600,310,260,310260,96039920,71974581,76929060,310-260-****,310-260-****-**,3G,Smartphone,1525
260406053645+0200,206,20,20620,57833663,35869335,33937432,206-20-****,206-20-****-**,5G,Smartphone,1357
260402080823+0100,206,20,20620,52604875,53094082,36406124,206-20-****,206-20-****-**,4G,Smartphone,421
260405213829+0100,206,10,20610,30327307,51424126,42830289,206-10-****,206-10-****-**,4G,Tablet,1687
260405171634+0100,206,01,20601,48401208,37318663,26444555,206-01-****,206-01-****-**,4G,Smartphone,1336
260404211048+0200,206,20,20620,47684936,36098106,49409082,206-20-****,206-20-****-**,5G,IoT Device,1950
260403224324+0000,234,15,23415,65627904,69305074,69883525,234-15-****,234-15-****-**,3G,IoT Device,2046
260403115845-0500,310,120,310120,73455310,94516816,79525141,310-120-****,310-120-****-**,4G,Smartphone,292
260401232342+0200,240,07,24007,19668585,11587760,14977408,240-07-****,240-07-****-**,4G,Smartphone,137
260406152443+0000,234,38,23438,64135354,74450876,53283910,234-38-****,234-38-****-**,5G,IoT Device,2214
260401211443+0100,234,20,23420,64779071,72265548,71958182,234-20-****,234-20-****-**,3G,Smartphone,1131
260402085021+0200,206,05,20605,31260024,35988916,28408602,206-05-****,206-05-****-**,3G,IoT Device,2372
260405035652-0500,310,410,310410,88699472,94156441,94103986,310-410-****,310-410-****-**,4G,Smartphone,1476
260408131923+0100,234,15,23415,75358194,62107493,60599531,234-15-****,234-15-****-**,5G,Smartphone,2509
260405020935+0100,206,05,20605,59618790,35499503,50697102,206-05-****,206-05-****-**,5G,Smartphone,2896
260408102030+0200,240,01,24001,28795773,24995008,11982472,240-01-****,240-01-****-**,5G,Smartphone,2692
260330153423-0700,310,260,310260,85566796,82357212,98108874,310-260-****,310-260-****-**,5G,Smartphone,35
260403154107-0500,310,480,310480,73979568,78702903,93011050,310-480-****,310-480-****-**,3G,Tablet,2149
260408044627+0100,206,20,20620,51017767,46282964,39242969,206-20-****,206-20-****-**,3G,IoT Device,426
260405021411+0100,234,33,23433,50912439,58828367,72423109,234-33-****,234-33-****-**,3G,Smartphone,2708
260404175649+0100,234,15,23415,66382166,55717522,53515587,234-15-****,234-15-****-**,3G,Tablet,1082
260407072227+0100,240,07,24007,37865318,25626352,23838661,240-07-****,240-07-****-**,5G,Tablet,369
260404131107-0500,310,260,310260,98582380,81259799,81991600,310-260-****,310-260-****-**,5G,Smartphone,695
260401224732-0700,310,480,310480,76007774,75105128,84622674,310-480-****,310-480-****-**,4G,Smartphone,1942
260321210722+0200,206,10,20610,42745307,49118963,52963012,206-10-****,206-10-****-**,5G,Smartphone,13
260407035007+0100,206,05,20605,57104301,31780587,51284339,206-05-****,206-05-****-**,3G,Tablet,1544
260403081500+0100,206,10,20610,36193855,32428179,30177422,206-10-****,206-10-****-**,4G,Smartphone,999
260405164630-0800,310,410,310410,75327128,86705366,98206634,310-410-****,310-410-****-**,5G,Smartphone,1861
260404101853-0600,310,120,310120,87787511,75558240,73011446,310-120-****,310-120-****-**,4G,Smartphone,579
260406232904-0700,310,480,310480,73475806,84028814,75424179,310-480-****,310-480-****-**,3G,IoT Device,1391
260403135027+0100,240,02,24002,14135574,23134044,24700583,240-02-****,240-02-****-**,5G,Smartphone,1192
260401230121+0200,206,05,20605,38748763,40126316,44498022,206-05-****,206-05-****-**,5G,Tablet,2552
260404065927-0800,310,480,310480,96288045,94559313,81559791,310-480-****,310-480-****-**,4G,Smartphone,2553
260407164422+0100,240,05,24005,39386530,26462976,14222801,240-05-****,240-05-****-**,5G,Tablet,2962
260407115826-0700,310,260,310260,76750877,71054116,91656896,310-260-****,310-260-****-**,4G,IoT Device,2792
260408033938+0100,234,33,23433,67026072,52254781,59109141,234-33-****,234-33-****-**,5G,Tablet,314
260406184535+0100,234,10,23410,75004114,57872896,59584157,234-10-****,234-10-****-**,3G,IoT Device,2619
260405120055+0200,206,20,20620,35319704,34061810,44666034,206-20-****,206-20-****-**,5G,IoT Device,517
260404141740+0100,206,20,20620,51009043,35334839,52490880,206-20-****,206-20-****-**,4G,Tablet,1979
260407082102+0100,206,20,20620,40756369,38192388,36088189,206-20-****,206-20-****-**,4G,Smartphone,2387
260402143118-0600,310,260,310260,89497191,84268429,93594776,310-260-****,310-260-****-**,4G,Smartphone,1389
260405090013+0100,240,05,24005,36801542,29411416,16187050,240-05-****,240-05-****-**,5G,Tablet,1679
260406140045-0500,310,480,310480,73479132,72968246,73472882,310-480-****,310-480-****-**,3G,IoT Device,776
260406093037+0200,206,01,20601,55302144,43645518,54017669,206-01-****,206-01-****-**,5G,Smartphone,2169
260403072910+0100,240,24,24024,10407082,23955235,11174540,240-24-****,240-24-****-**,4G,Smartphone,2606
260402130121+0200,206,10,20610,43556396,51031565,42740917,206-10-****,206-10-****-**,4G,Smartphone,762
260401161058+0000,234,20,23420,72801406,67325877,71680324,234-20-****,234-20-****-**,5G,Tablet,1650
260407041415+0100,206,10,20610,48942627,35655522,51367361,206-10-****,206-10-****-**,5G,Smartphone,2469
260408054336-0500,310,260,310260,91663302,79159054,69336497,310-260-****,310-260-****-**,5G,IoT Device,1971
260402011115+0100,206,01,20601,39587381,46147431,30779286,206-01-****,206-01-****-**,5G,Tablet,1918
260404202318-0600,310,410,310410,82154280,94359091,71841603,310-410-****,310-410-****-**,4G,IoT Device,213
260402170947+0000,234,33,23433,56461897,50685257,52936184,234-33-****,234-33-****-**,5G,Tablet,730
260407070936-0600,310,480,310480,78547222,82037464,99057668,310-480-****,310-480-****-**,4G,Smartphone,834
260406142331+0000,234,38,23438,52059685,73332374,66040876,234-38-****,234-38-****-**,4G,Tablet,673
260406190623-0800,310,120,310120,77239897,86641041,90707819,310-120-****,310-120-****-**,5G,IoT Device,1219
260404150215+0100,240,02,24002,10498607,33598926,16253797,240-02-****,240-02-****-**,5G,IoT Device,1420
260404144749+0100,234,10,23410,74843989,52128330,72938173,234-10-****,234-10-****-**,3G,IoT Device,2091
260405074934-0700,310,260,310260,91513844,70176010,86006101,310-260-****,310-260-****-**,4G,Smartphone,1411
260406030528+0100,240,08,24008,19506912,29754788,20843067,240-08-****,240-08-****-**,5G,Smartphone,2298
260402171541-0700,310,120,310120,75679954,92833067,86737882,310-120-****,310-120-****-**,4G,Tablet,2607
260322034041+0000,234,33,23433,67633077,64990374,67722549,234-33-****,234-33-****-**,3G,Smartphone,7
260403021723+0100,240,02,24002,13570085,32974462,16468458,240-02-****,240-02-****-**,5G,Smartphone,1285
260405165519+0200,240,24,24024,34690799,33917826,27492471,240-24-****,240-24-****-**,5G,Smartphone,698
260406175126+0000,234,30,23430,52742853,64058503,53754068,234-30-****,234-30-****-**,4G,Smartphone,371
260405163922+0100,240,04,24004,30029944,23215425,27921931,240-04-****,240-04-****-**,4G,Smartphone,301
260315051525-0600,310,480,310480,80700632,89376839,86519471,310-480-****,310-480-****-**,4G,Smartphone,10
260402153058+0200,240,24,24024,11900798,28318760,13720329,240-24-****,240-24-****-**,4G,Smartphone,269
260407005048+0200,240,16,24016,11962729,25343359,26717448,240-16-****,240-16-****-**,5G,Smartphone,1551
260404092323+0100,240,05,24005,15403600,12395740,25753103,240-05-****,240-05-****-**,5G,Tablet,1606
260404101912-0800,310,480,310480,80743321,94471082,65705985,310-480-****,310-480-****-**,4G,IoT Device,1113
260401163549+0100,234,30,23430,78562178,57719854,59305998,234-30-****,234-30-****-**,5G,Smartphone,2346
260405152223+0100,240,04,24004,32994673,23969731,27294302,240-04-****,240-04-****-**,4G,Tablet,2713
260402050331+0100,240,02,24002,33646845,19672778,28694251,240-02-****,240-02-****-**,4G,Tablet,146
260406185949-0800,310,120,310120,80934373,88661292,69759628,310-120-****,310-120-****-**,4G,IoT Device,116
260408070701+0100,240,01,24001,25509624,27114216,13556609,240-01-****,240-01-****-**,5G,IoT Device,1591
260406032912+0000,234,38,23438,74565280,51498571,62940708,234-38-****,234-38-****-**,4G,IoT Device,1792
260408004026+0100,206,10,20610,49994899,34116602,28592896,206-10-****,206-10-****-**,5G,Smartphone,247
260406103532+0200,206,10,20610,33708096,34639705,42343241,206-10-****,206-10-****-**,4G,IoT Device,1866
260405174137+0000,234,20,23420,64480762,66849868,62531583,234-20-****,234-20-****-**,3G,Tablet,2672
260406030421+0000,234,20,23420,55843396,57421502,67420517,234-20-****,234-20-****-**,3G,Tablet,1782
260406051926+0200,206,10,20610,32669593,39634510,54987106,206-10-****,206-10-****-**,5G,Tablet,1414
260408024938-0600,310,410,310410,99257650,84041333,74622302,310-410-****,310-410-****-**,4G,IoT Device,2049
260407202204-0600,310,480,310480,74748113,79966173,87231425,310-480-****,310-480-****-**,5G,IoT Device,1886
260407064136+0100,234,15,23415,74996724,59371927,71993604,234-15-****,234-15-****-**,5G,Smartphone,328
260404225734-0600,310,480,310480,96560776,87006076,98793908,310-480-****,310-480-****-**,5G,Smartphone,2591
260406165903+0100,234,10,23410,65307079,58684487,50793079,234-10-****,234-10-****-**,3G,IoT Device,566
260407134253+0100,206,10,20610,33696306,39537636,25229507,206-10-****,206-10-****-**,4G,Smartphone,965
260403184436+0100,240,16,24016,36199372,34446218,18114217,240-16-****,240-16-****-**,3G,Smartphone,145
260402155609+0200,206,20,20620,53310804,37803443,41893404,206-20-****,206-20-****-**,3G,Smartphone,475
260403041347+0100,234,33,23433,66310275,68570566,60206336,234-33-****,234-33-****-**,5G,Smartphone,1054
260405064725+0100,240,07,24007,19923776,33576294,22546182,240-07-****,240-07-****-**,3G,Smartphone,2838
260406110249+0100,240,07,24007,13953409,28009421,14099843,240-07-****,240-07-****-**,5G,Smartphone,1251
260407020038+0100,240,07,24007,35137636,31228430,17913324,240-07-****,240-07-****-**,5G,Smartphone,2775
260406201133+0100,234,15,23415,57287272,67167312,55595298,234-15-****,234-15-****-**,3G,Tablet,1707
260408013101-0500,310,410,310410,95359865,83329167,95771890,310-410-****,310-410-****-**,4G,Smartphone,1374
260401173321+0100,234,38,23438,52820557,70481286,71760792,234-38-****,234-38-****-**,4G,Tablet,745
260405064844-0700,310,410,310410,93087502,91000186,81547979,310-410-****,310-410-****-**,3G,IoT Device,1107
260403193840-0700,310,410,310410,78495571,70789129,89464191,310-410-****,310-410-****-**,3G,Smartphone,923
260407185110+0100,206,20,20620,34424913,30509470,34418733,206-20-****,206-20-****-**,3G,Tablet,274
260408061152+0100,240,24,24024,26502823,18723977,18510703,240-24-****,240-24-****-**,5G,Smartphone,1119
260404053616+0000,234,38,23438,74188744,64255556,58427789,234-38-****,234-38-****-**,4G,Smartphone,410
260401174126+0100,234,20,23420,60330873,65291496,62764424,234-20-****,234-20-****-**,3G,Tablet,2465
260405183050+0100,234,10,23410,78841017,58666125,76150670,234-10-****,234-10-****-**,3G,Tablet,512
260402104108+0100,234,20,23420,51657818,67599713,51566479,234-20-****,234-20-****-**,4G,Tablet,1589
260405215352+0100,234,33,23433,69620907,53873345,60635606,234-33-****,234-33-****-**,5G,Smartphone,1510
260401192500+0100,240,08,24008,23654209,33918826,18704268,240-08-****,240-08-****-**,5G,Tablet,2550
260407230359-0700,310,260,310260,95213739,74829386,96324438,310-260-****,310-260-****-**,3G,Smartphone,1430
260407013327-0600,310,260,310260,81060378,80789542,95565216,310-260-****,310-260-****-**,4G,Smartphone,2915
260402063402-0600,310,260,310260,90761638,88767334,89556018,310-260-****,310-260-****-**,3G,Smartphone,2039
260402120150+0200,206,20,20620,44952271,46503291,31010524,206-20-****,206-20-****-**,5G,Smartphone,1367
260408040242-0700,310,410,310410,96030406,84884132,90826813,310-410-****,310-410-****-**,3G,Smartphone,1095
260404220028+0000,234,20,23420,59543347,68496247,64482497,234-20-****,234-20-****-**,4G,Smartphone,1649
260404015008+0100,206,20,20620,44145844,40153867,36939450,206-20-****,206-20-****-**,4G,Smartphone,2744
260407143258-0800,310,480,310480,81692020,78885655,75359261,310-480-****,310-480-****-**,4G,Smartphone,1295
260403153107+0100,240,01,24001,22251335,10814706,25935169,240-01-****,240-01-****-**,5G,Smartphone,2644
260407023213+0100,206,20,20620,53167237,43660752,43622142,206-20-****,206-20-****-**,5G,Smartphone,1258
260406231901+0200,240,24,24024,23225541,28418154,11766678,240-24-****,240-24-****-**,5G,Smartphone,2576
260404103252-0500,310,410,310410,89672670,89233772,82395254,310-410-****,310-410-****-**,4G,Smartphone,1695
260406043917+0200,240,24,24024,28746593,31116575,12252903,240-24-****,240-24-****-**,5G,Tablet,2099
260403205528-0500,310,410,310410,84542793,74422017,95996644,310-410-****,310-410-****-**,3G,Smartphone,1899
260403221021+0100,206,05,20605,42626018,38751998,27158521,206-05-****,206-05-****-**,4G,Tablet,2370
260403074938+0200,240,08,24008,11900720,21647511,22914266,240-08-****,240-08-****-**,5G,Smartphone,2280
260407063556+0200,240,05,24005,14989181,25991603,28326635,240-05-****,240-05-****-**,5G,Smartphone,2640
260408140409+0100,206,10,20610,43181050,33452569,44583985,206-10-****,206-10-****-**,5G,Smartphone,249
260403191659-0600,310,260,310260,71653235,86369837,83791813,310-260-****,310-260-****-**,4G,Smartphone,1010
260401145053-0500,310,480,310480,70345407,92945318,73615714,310-480-****,310-480-****-**,5G,IoT Device,374
260401200607+0200,206,05,20605,56085912,37895929,33714362,206-05-****,206-05-****-**,5G,Smartphone,587
260405211355+0100,234,38,23438,76979799,61994118,71050368,234-38-****,234-38-****-**,5G,Smartphone,2979
260405220000-0500,310,480,310480,80140524,79371626,87801707,310-480-****,310-480-****-**,4G,IoT Device,2765
260407014022+0100,240,24,24024,16642619,26279424,21369852,240-24-****,240-24-****-**,5G,Smartphone,580
260406203428-0800,310,260,310260,74198094,91992919,74548254,310-260-****,310-260-****-**,4G,Smartphone,1607
260401154739+0000,234,33,23433,58719868,56870564,77645285,234-33-****,234-33-****-**,3G,IoT Device,2707
260403051104+0200,206,20,20620,48125222,41111932,49249597,206-20-****,206-20-****-**,4G,IoT Device,1350
260407002955+0100,206,05,20605,34205852,37041095,29369399,206-05-****,206-05-****-**,5G,IoT Device,144
260403091600+0100,240,04,24004,16299592,17586435,28286983,240-04-****,240-04-****-**,5G,Smartphone,1664
260403102641-0800,310,260,310260,72903919,81401570,93772268,310-260-****,310-260-****-**,3G,IoT Device,1453
260405082633+0000,234,30,23430,70150908,71035355,76309930,234-30-****,234-30-****-**,4G,Smartphone,1767
260407160951+0200,240,05,24005,31303185,21382050,20878615,240-05-****,240-05-****-**,5G,Smartphone,2262
260402060921-0700,310,410,310410,94761518,88971272,67516101,310-410-****,310-410-****-**,4G,IoT Device,2570
260407170116-0500,310,120,310120,84611884,77557107,75899485,310-120-****,310-120-****-**,3G,Tablet,2518
260403131635+0100,240,16,24016,10843912,11533709,16912945,240-16-****,240-16-****-**,5G,Smartphone,913
260403014640+0000,234,15,23415,65548739,71114171,55041422,234-15-****,234-15-****-**,3G,Smartphone,1014
260405124920+0100,206,05,20605,32812092,47161148,39505325,206-05-****,206-05-****-**,5G,Tablet,2086
260407054507-0700,310,260,310260,91807143,93344825,90492678,310-260-****,310-260-****-**,3G,IoT Device,1003
260408013425-0500,310,260,310260,85565152,78233109,80194164,310-260-****,310-260-****-**,5G,IoT Device,2567
260406161442+0200,240,04,24004,34164259,29175284,18175688,240-04-****,240-04-****-**,4G,IoT Device,1890
260403140208-0500,310,480,310480,77133375,79029994,65813090,310-480-****,310-480-****-**,4G,Smartphone,644
260404140141-0700,310,410,310410,89731355,70398211,83622344,310-410-****,310-410-****-**,4G,Smartphone,1433
260408045455+0200,206,01,20601,39146994,52141877,34868874,206-01-****,206-01-****-**,4G,Tablet,1028
260404125713+0000,234,15,23415,60605481,73980233,76434235,234-15-****,234-15-****-**,3G,IoT Device,1633
260404022934+0100,234,15,23415,77836327,56070639,61204899,234-15-****,234-15-****-**,3G,Tablet,367
260408112659+0100,234,30,23430,72729443,70634637,58783556,234-30-****,234-30-****-**,5G,Smartphone,864
260406181348-0500,310,120,310120,72756974,73858101,66051706,310-120-****,310-120-****-**,4G,IoT Device,981
260404080440+0200,240,05,24005,14224304,15426692,27078277,240-05-****,240-05-****-**,4G,Smartphone,2804
260404074444+0100,206,20,20620,47516884,54183366,51386135,206-20-****,206-20-****-**,4G,Smartphone,1322
260407182239+0200,206,20,20620,53838232,46409428,31558282,206-20-****,206-20-****-**,4G,Smartphone,875
260405150531-0800,310,120,310120,98437909,87423839,74580718,310-120-****,310-120-****-**,4G,Smartphone,2595
260403125412+0000,234,38,23438,56586025,73222201,76394713,234-38-****,234-38-****-**,3G,Tablet,1516
260406221808+0200,240,24,24024,25774953,12311291,13106498,240-24-****,240-24-****-**,5G,Smartphone,2928
260401195329-0500,310,410,310410,91377535,90041091,78766989,310-410-****,310-410-****-**,4G,IoT Device,1936
260408072720+0100,234,10,23410,72848282,63202516,76933221,234-10-****,234-10-****-**,3G,Tablet,2851
260405165404-0500,310,410,310410,70459028,92946392,84438599,310-410-****,310-410-****-**,4G,Smartphone,2302
260405143845+0000,234,20,23420,73018395,72807473,66711131,234-20-****,234-20-****-**,3G,Tablet,540
260402131425+0100,234,30,23430,71925688,55909173,59597061,234-30-****,234-30-****-**,4G,IoT Device,2008
260405110145+0100,206,05,20605,30125219,52555631,40075361,206-05-****,206-05-****-**,4G,Smartphone,915
260401223858+0100,234,33,23433,50349520,70429786,67027888,234-33-****,234-33-****-**,3G,Tablet,786
260405054517+0200,206,20,20620,46583012,44010690,40805186,206-20-****,206-20-****-**,4G,Smartphone,892
